country_name,country_code,indicator_name,year,value,region,continent
belize,blz,voice and accountability,2009-12-31,0.744926631450653,latin america & caribbean,americas
belize,blz,voice and accountability,2010-12-31,0.685301244258881,latin america & caribbean,americas
belize,blz,voice and accountability,2011-12-31,0.695515275001526,latin america & caribbean,americas
belize,blz,voice and accountability,2012-12-31,0.695277273654938,latin america & caribbean,americas
belize,blz,voice and accountability,2013-12-31,0.711436152458191,latin america & caribbean,americas
belize,blz,voice and accountability,2014-12-31,0.520108461380005,latin america & caribbean,americas
belize,blz,voice and accountability,2015-12-31,0.578148722648621,latin america & caribbean,americas
belize,blz,voice and accountability,2016-12-31,0.570842862129211,latin america & caribbean,americas
belize,blz,voice and accountability,2017-12-31,0.57062953710556,latin america & caribbean,americas
belize,blz,voice and accountability,2018-12-31,0.422355800867081,latin america & caribbean,americas
belize,blz,voice and accountability,2019-12-31,0.505603790283203,latin america & caribbean,americas
belize,blz,voice and accountability,2020-12-31,0.525966644287109,latin america & caribbean,americas
belize,blz,voice and accountability,2021-12-31,0.550501942634583,latin america & caribbean,americas
benin,ben,control of corruption,1996-12-31,-0.548114895820618,sub-saharan africa,africa
benin,ben,control of corruption,1998-12-31,-0.649413108825684,sub-saharan africa,africa
benin,ben,control of corruption,2000-12-31,-0.700917899608612,sub-saharan africa,africa
benin,ben,control of corruption,2002-12-31,-0.795710146427155,sub-saharan africa,africa
benin,ben,control of corruption,2003-12-31,-0.577583432197571,sub-saharan africa,africa
benin,ben,control of corruption,2004-12-31,-0.563022553920746,sub-saharan africa,africa
benin,ben,control of corruption,2005-12-31,-0.871326267719269,sub-saharan africa,africa
benin,ben,control of corruption,2006-12-31,-0.58709591627121,sub-saharan africa,africa
benin,ben,control of corruption,2007-12-31,-0.470139265060425,sub-saharan africa,africa
benin,ben,control of corruption,2008-12-31,-0.514077365398407,sub-saharan africa,africa
benin,ben,control of corruption,2009-12-31,-0.627268314361572,sub-saharan africa,africa
benin,ben,control of corruption,2010-12-31,-0.665382146835327,sub-saharan africa,africa
benin,ben,control of corruption,2011-12-31,-0.605445802211761,sub-saharan africa,africa
benin,ben,control of corruption,2012-12-31,-0.857918381690979,sub-saharan africa,africa
benin,ben,control of corruption,2013-12-31,-0.745442807674408,sub-saharan africa,africa
benin,ben,control of corruption,2014-12-31,-0.669143795967102,sub-saharan africa,africa
benin,ben,control of corruption,2015-12-31,-0.53436154127121,sub-saharan africa,africa
benin,ben,control of corruption,2016-12-31,-0.501190602779388,sub-saharan africa,africa
benin,ben,control of corruption,2017-12-31,-0.549611926078796,sub-saharan africa,africa
benin,ben,control of corruption,2018-12-31,-0.368314892053604,sub-saharan africa,africa
benin,ben,control of corruption,2019-12-31,-0.31778284907341,sub-saharan africa,africa
benin,ben,control of corruption,2020-12-31,-0.0332465320825577,sub-saharan africa,africa
benin,ben,control of corruption,2021-12-31,-0.154652014374733,sub-saharan africa,africa
benin,ben,government effectiveness,1996-12-31,-0.380564451217651,sub-saharan africa,africa
benin,ben,government effectiveness,1998-12-31,-0.349467724561691,sub-saharan africa,africa
benin,ben,government effectiveness,2000-12-31,-0.396729677915573,sub-saharan africa,africa
benin,ben,government effectiveness,2002-12-31,-0.576151072978973,sub-saharan africa,africa
benin,ben,government effectiveness,2003-12-31,-0.568775832653046,sub-saharan africa,africa
benin,ben,government effectiveness,2004-12-31,-0.528148710727692,sub-saharan africa,africa
benin,ben,government effectiveness,2005-12-31,-0.65907609462738,sub-saharan africa,africa
benin,ben,government effectiveness,2006-12-31,-0.651569664478302,sub-saharan africa,africa
benin,ben,government effectiveness,2007-12-31,-0.549093544483185,sub-saharan africa,africa
benin,ben,government effectiveness,2008-12-31,-0.498357534408569,sub-saharan africa,africa
benin,ben,government effectiveness,2009-12-31,-0.598890066146851,sub-saharan africa,africa
benin,ben,government effectiveness,2010-12-31,-0.614182591438293,sub-saharan africa,africa
benin,ben,government effectiveness,2011-12-31,-0.551150143146515,sub-saharan africa,africa
benin,ben,government effectiveness,2012-12-31,-0.53087717294693,sub-saharan africa,africa
benin,ben,government effectiveness,2013-12-31,-0.511948347091675,sub-saharan africa,africa
benin,ben,government effectiveness,2014-12-31,-0.486698359251022,sub-saharan africa,africa
benin,ben,government effectiveness,2015-12-31,-0.651237785816193,sub-saharan africa,africa
benin,ben,government effectiveness,2016-12-31,-0.597261607646942,sub-saharan africa,africa
benin,ben,government effectiveness,2017-12-31,-0.672316074371338,sub-saharan africa,africa
benin,ben,government effectiveness,2018-12-31,-0.609943568706512,sub-saharan africa,africa
benin,ben,government effectiveness,2019-12-31,-0.466742843389511,sub-saharan africa,africa
benin,ben,government effectiveness,2020-12-31,-0.260536432266235,sub-saharan africa,africa
benin,ben,government effectiveness,2021-12-31,-0.206672295928001,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,1996-12-31,1.05037176609039,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,1998-12-31,0.742279052734375,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2000-12-31,0.799652576446533,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2002-12-31,0.82151585817337,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2003-12-31,0.679285824298859,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2004-12-31,0.265973478555679,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2005-12-31,0.449746280908585,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2006-12-31,0.547892570495605,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2007-12-31,0.386217623949051,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2008-12-31,0.376421362161636,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2009-12-31,0.40366667509079,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2010-12-31,0.261260122060776,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2011-12-31,0.318356364965439,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2012-12-31,0.364367604255676,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2013-12-31,0.301189363002777,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2014-12-31,0.027139762416482,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2015-12-31,-0.0135139580816031,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2016-12-31,-0.00202717096544802,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2017-12-31,0.0308955386281013,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2018-12-31,-0.141175642609596,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2019-12-31,-0.412667959928513,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2020-12-31,-0.425504684448242,sub-saharan africa,africa
benin,ben,political stability and absence of violence/terrorism,2021-12-31,-0.301340490579605,sub-saharan africa,africa
benin,ben,regulatory quality,1996-12-31,-0.176318302750587,sub-saharan africa,africa
benin,ben,regulatory quality,1998-12-31,-0.145220279693604,sub-saharan africa,africa
benin,ben,regulatory quality,2000-12-31,-0.160908803343773,sub-saharan africa,africa
benin,ben,regulatory quality,2002-12-31,-0.573989808559418,sub-saharan africa,africa
benin,ben,regulatory quality,2003-12-31,-0.621432840824127,sub-saharan africa,africa
benin,ben,regulatory quality,2004-12-31,-0.619886994361877,sub-saharan africa,africa
benin,ben,regulatory quality,2005-12-31,-0.641528606414795,sub-saharan africa,africa
benin,ben,regulatory quality,2006-12-31,-0.461876183748245,sub-saharan africa,africa
benin,ben,regulatory quality,2007-12-31,-0.506433963775635,sub-saharan africa,africa
benin,ben,regulatory quality,2008-12-31,-0.554605662822723,sub-saharan africa,africa
benin,ben,regulatory quality,2009-12-31,-0.398531436920166,sub-saharan africa,africa
benin,ben,regulatory quality,2010-12-31,-0.40174999833107,sub-saharan africa,africa
benin,ben,regulatory quality,2011-12-31,-0.401879459619522,sub-saharan africa,africa
benin,ben,regulatory quality,2012-12-31,-0.40126171708107,sub-saharan africa,africa
benin,ben,regulatory quality,2013-12-31,-0.415549963712692,sub-saharan africa,africa
benin,ben,regulatory quality,2014-12-31,-0.620842099189758,sub-saharan africa,africa
benin,ben,regulatory quality,2015-12-31,-0.601894319057465,sub-saharan africa,africa
benin,ben,regulatory quality,2016-12-31,-0.573481380939484,sub-saharan africa,africa
benin,ben,regulatory quality,2017-12-31,-0.507834851741791,sub-saharan africa,africa
benin,ben,regulatory quality,2018-12-31,-0.38123407959938,sub-saharan africa,africa
benin,ben,regulatory quality,2019-12-31,-0.432607293128967,sub-saharan africa,africa
benin,ben,regulatory quality,2020-12-31,-0.468183726072311,sub-saharan africa,africa
benin,ben,regulatory quality,2021-12-31,-0.431484639644623,sub-saharan africa,africa
benin,ben,rule of law,1996-12-31,0.0523155070841312,sub-saharan africa,africa
benin,ben,rule of law,1998-12-31,0.0505506321787834,sub-saharan africa,africa
benin,ben,rule of law,2000-12-31,-0.181523725390434,sub-saharan africa,africa
benin,ben,rule of law,2002-12-31,-0.260578572750092,sub-saharan africa,africa
benin,ben,rule of law,2003-12-31,-0.425706028938293,sub-saharan africa,africa
benin,ben,rule of law,2004-12-31,-0.47660157084465,sub-saharan africa,africa
benin,ben,rule of law,2005-12-31,-0.534019768238068,sub-saharan africa,africa
benin,ben,rule of law,2006-12-31,-0.53156977891922,sub-saharan africa,africa
benin,ben,rule of law,2007-12-31,-0.51314514875412,sub-saharan africa,africa
benin,ben,rule of law,2008-12-31,-0.530703067779541,sub-saharan africa,africa
benin,ben,rule of law,2009-12-31,-0.65431421995163,sub-saharan africa,africa
benin,ben,rule of law,2010-12-31,-0.673685908317566,sub-saharan africa,africa
benin,ben,rule of law,2011-12-31,-0.658945083618164,sub-saharan africa,africa
benin,ben,rule of law,2012-12-31,-0.574936270713806,sub-saharan africa,africa
benin,ben,rule of law,2013-12-31,-0.567833364009857,sub-saharan africa,africa
benin,ben,rule of law,2014-12-31,-0.485179126262665,sub-saharan africa,africa
benin,ben,rule of law,2015-12-31,-0.538559019565582,sub-saharan africa,africa
benin,ben,rule of law,2016-12-31,-0.61202073097229,sub-saharan africa,africa
benin,ben,rule of law,2017-12-31,-0.628276109695435,sub-saharan africa,africa
benin,ben,rule of law,2018-12-31,-0.67640346288681,sub-saharan africa,africa
benin,ben,rule of law,2019-12-31,-0.653755903244019,sub-saharan africa,africa
benin,ben,rule of law,2020-12-31,-0.728321969509125,sub-saharan africa,africa
benin,ben,rule of law,2021-12-31,-0.593543827533722,sub-saharan africa,africa
benin,ben,voice and accountability,1996-12-31,0.259205192327499,sub-saharan africa,africa
benin,ben,voice and accountability,1998-12-31,0.425980746746063,sub-saharan africa,africa
benin,ben,voice and accountability,2000-12-31,0.41292342543602,sub-saharan africa,africa
benin,ben,voice and accountability,2002-12-31,0.0508796386420727,sub-saharan africa,africa
benin,ben,voice and accountability,2003-12-31,0.187651932239532,sub-saharan africa,africa
benin,ben,voice and accountability,2004-12-31,0.0530563071370125,sub-saharan africa,africa
benin,ben,voice and accountability,2005-12-31,-0.0299640763550997,sub-saharan africa,africa
benin,ben,voice and accountability,2006-12-31,0.362777709960938,sub-saharan africa,africa
benin,ben,voice and accountability,2007-12-31,0.368180990219116,sub-saharan africa,africa
benin,ben,voice and accountability,2008-12-31,0.344647467136383,sub-saharan africa,africa
benin,ben,voice and accountability,2009-12-31,0.342523217201233,sub-saharan africa,africa
benin,ben,voice and accountability,2010-12-31,0.314489126205444,sub-saharan africa,africa
benin,ben,voice and accountability,2011-12-31,0.16639056801796,sub-saharan africa,africa
benin,ben,voice and accountability,2012-12-31,0.124485470354557,sub-saharan africa,africa
benin,ben,voice and accountability,2013-12-31,0.155496388673782,sub-saharan africa,africa
benin,ben,voice and accountability,2014-12-31,0.264593005180359,sub-saharan africa,africa
benin,ben,voice and accountability,2015-12-31,0.294565856456757,sub-saharan africa,africa
benin,ben,voice and accountability,2016-12-31,0.40838611125946,sub-saharan africa,africa
benin,ben,voice and accountability,2017-12-31,0.381141990423203,sub-saharan africa,africa
benin,ben,voice and accountability,2018-12-31,0.240166172385216,sub-saharan africa,africa
benin,ben,voice and accountability,2019-12-31,0.0627894029021263,sub-saharan africa,africa
benin,ben,voice and accountability,2020-12-31,-0.0703417137265205,sub-saharan africa,africa
benin,ben,voice and accountability,2021-12-31,-0.237540200352669,sub-saharan africa,africa
bermuda,bmu,control of corruption,1996-12-31,1.31814324855804,north america,americas
bermuda,bmu,control of corruption,1998-12-31,1.33475875854492,north america,americas
bermuda,bmu,control of corruption,2000-12-31,1.31340384483337,north america,americas
bermuda,bmu,control of corruption,2002-12-31,1.3107438087463401,north america,americas
bermuda,bmu,control of corruption,2003-12-31,1.33278954029083,north america,americas
bermuda,bmu,control of corruption,2004-12-31,1.30641043186188,north america,americas
bermuda,bmu,control of corruption,2005-12-31,1.26966309547424,north america,americas
bermuda,bmu,control of corruption,2006-12-31,1.25131320953369,north america,americas
bermuda,bmu,control of corruption,2007-12-31,1.26187098026276,north america,americas
bermuda,bmu,control of corruption,2008-12-31,1.27677536010742,north america,americas
bermuda,bmu,control of corruption,2009-12-31,1.3177649974823,north america,americas
bermuda,bmu,control of corruption,2010-12-31,1.30177271366119,north america,americas
bermuda,bmu,control of corruption,2011-12-31,1.27229809761047,north america,americas
bermuda,bmu,control of corruption,2012-12-31,1.26053082942963,north america,americas
bermuda,bmu,control of corruption,2013-12-31,1.25354850292206,north america,americas
bermuda,bmu,control of corruption,2014-12-31,1.22070860862732,north america,americas
bermuda,bmu,control of corruption,2015-12-31,1.2154402732849099,north america,americas
bermuda,bmu,control of corruption,2016-12-31,1.22331142425537,north america,americas
bermuda,bmu,control of corruption,2017-12-31,1.23786544799805,north america,americas
bermuda,bmu,control of corruption,2018-12-31,1.23453342914581,north america,americas
bermuda,bmu,control of corruption,2019-12-31,1.23104310035706,north america,americas
bermuda,bmu,control of corruption,2020-12-31,1.31140065193176,north america,americas
bermuda,bmu,control of corruption,2021-12-31,1.32561695575714,north america,americas
bermuda,bmu,government effectiveness,1996-12-31,1.15766596794128,north america,americas
bermuda,bmu,government effectiveness,1998-12-31,1.15295279026031,north america,americas
bermuda,bmu,government effectiveness,2000-12-31,1.12659859657288,north america,americas
bermuda,bmu,government effectiveness,2002-12-31,1.10116672515869,north america,americas
bermuda,bmu,government effectiveness,2003-12-31,1.09114408493042,north america,americas
bermuda,bmu,government effectiveness,2004-12-31,1.15745306015015,north america,americas
bermuda,bmu,government effectiveness,2005-12-31,1.0215322971344,north america,americas
bermuda,bmu,government effectiveness,2006-12-31,1.02090764045715,north america,americas
bermuda,bmu,government effectiveness,2007-12-31,0.991009831428528,north america,americas
bermuda,bmu,government effectiveness,2008-12-31,1.01299834251404,north america,americas
bermuda,bmu,government effectiveness,2009-12-31,1.01688933372498,north america,americas
bermuda,bmu,government effectiveness,2010-12-31,1.0000091791153,north america,americas
bermuda,bmu,government effectiveness,2011-12-31,0.989928126335144,north america,americas
bermuda,bmu,government effectiveness,2012-12-31,1.00199294090271,north america,americas
bermuda,bmu,government effectiveness,2013-12-31,1.00969386100769,north america,americas
bermuda,bmu,government effectiveness,2014-12-31,0.948114812374115,north america,americas
bermuda,bmu,government effectiveness,2015-12-31,1.00404345989227,north america,americas
bermuda,bmu,government effectiveness,2016-12-31,1.32312893867493,north america,americas
bermuda,bmu,government effectiveness,2017-12-31,1.38182723522186,north america,americas
bermuda,bmu,government effectiveness,2018-12-31,1.38009893894196,north america,americas
bermuda,bmu,government effectiveness,2019-12-31,1.35569632053375,north america,americas
bermuda,bmu,government effectiveness,2020-12-31,1.53446292877197,north america,americas
bermuda,bmu,government effectiveness,2021-12-31,1.53646504878998,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,1996-12-31,0.717076897621155,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,1998-12-31,0.728511989116669,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2000-12-31,0.713235020637512,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2002-12-31,0.792559921741486,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2003-12-31,0.851720035076141,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2004-12-31,0.893765926361084,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2005-12-31,0.819073557853699,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2006-12-31,0.77465146780014,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2007-12-31,0.771330535411835,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2008-12-31,0.795972287654877,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2009-12-31,0.693532228469849,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2010-12-31,0.911838114261627,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2011-12-31,0.964122116565704,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2012-12-31,0.98025369644165,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2013-12-31,0.970303058624268,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2014-12-31,0.913897812366486,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2015-12-31,0.983049035072327,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2016-12-31,0.999670088291168,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2017-12-31,1.00191104412079,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2018-12-31,1.15247452259064,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2019-12-31,1.06507384777069,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2020-12-31,1.00745189189911,north america,americas
bermuda,bmu,political stability and absence of violence/terrorism,2021-12-31,1.0061514377594,north america,americas
bermuda,bmu,regulatory quality,1996-12-31,1.50620913505554,north america,americas
bermuda,bmu,regulatory quality,1998-12-31,1.48220026493073,north america,americas
bermuda,bmu,regulatory quality,2000-12-31,1.45910060405731,north america,americas
bermuda,bmu,regulatory quality,2002-12-31,1.42246282100677,north america,americas
bermuda,bmu,regulatory quality,2003-12-31,1.4146842956543,north america,americas
bermuda,bmu,regulatory quality,2004-12-31,1.43838393688202,north america,americas
bermuda,bmu,regulatory quality,2005-12-31,1.35916078090668,north america,americas
bermuda,bmu,regulatory quality,2006-12-31,1.3497759103775,north america,americas
bermuda,bmu,regulatory quality,2007-12-31,1.37826728820801,north america,americas
bermuda,bmu,regulatory quality,2008-12-31,1.39858841896057,north america,americas
bermuda,bmu,regulatory quality,2009-12-31,1.40567350387573,north america,americas
bermuda,bmu,regulatory quality,2010-12-31,1.38942682743073,north america,americas
bermuda,bmu,regulatory quality,2011-12-31,1.36641407012939,north america,americas
bermuda,bmu,regulatory quality,2012-12-31,1.32121312618256,north america,americas
bermuda,bmu,regulatory quality,2013-12-31,1.3194192647934,north america,americas
bermuda,bmu,regulatory quality,2014-12-31,0.880748271942139,north america,americas
bermuda,bmu,regulatory quality,2015-12-31,0.908654093742371,north america,americas
bermuda,bmu,regulatory quality,2016-12-31,0.867859840393066,north america,americas
bermuda,bmu,regulatory quality,2017-12-31,0.839894115924835,north america,americas
bermuda,bmu,regulatory quality,2018-12-31,0.821928322315216,north america,americas
bermuda,bmu,regulatory quality,2019-12-31,0.844433665275574,north america,americas
bermuda,bmu,regulatory quality,2020-12-31,0.942806780338287,north america,americas
bermuda,bmu,regulatory quality,2021-12-31,0.955576837062836,north america,americas
bermuda,bmu,rule of law,1996-12-31,1.21020126342773,north america,americas
bermuda,bmu,rule of law,1998-12-31,1.20902180671692,north america,americas
bermuda,bmu,rule of law,2000-12-31,1.23099732398987,north america,americas
bermuda,bmu,rule of law,2002-12-31,1.20913541316986,north america,americas
bermuda,bmu,rule of law,2003-12-31,1.22844505310059,north america,americas
bermuda,bmu,rule of law,2004-12-31,1.09269785881042,north america,americas
bermuda,bmu,rule of law,2005-12-31,0.847438395023346,north america,americas
bermuda,bmu,rule of law,2006-12-31,0.810431301593781,north america,americas
bermuda,bmu,rule of law,2007-12-31,0.826464056968689,north america,americas
bermuda,bmu,rule of law,2008-12-31,0.847226142883301,north america,americas
bermuda,bmu,rule of law,2009-12-31,0.85692697763443,north america,americas
bermuda,bmu,rule of law,2010-12-31,1.11120820045471,north america,americas
bermuda,bmu,rule of law,2011-12-31,1.09095239639282,north america,americas
bermuda,bmu,rule of law,2012-12-31,1.09636723995209,north america,americas
bermuda,bmu,rule of law,2013-12-31,1.10133159160614,north america,americas
bermuda,bmu,rule of law,2014-12-31,0.019607974216342,north america,americas
bermuda,bmu,rule of law,2015-12-31,0.879317760467529,north america,americas
bermuda,bmu,rule of law,2016-12-31,0.858729720115662,north america,americas
bermuda,bmu,rule of law,2017-12-31,0.865473568439484,north america,americas
bermuda,bmu,rule of law,2018-12-31,0.869517803192139,north america,americas
bermuda,bmu,rule of law,2019-12-31,0.839582562446594,north america,americas
bermuda,bmu,rule of law,2020-12-31,0.681882321834564,north america,americas
bermuda,bmu,rule of law,2021-12-31,0.69535356760025,north america,americas
bermuda,bmu,voice and accountability,1996-12-31,1.18036329746246,north america,americas
bermuda,bmu,voice and accountability,1998-12-31,1.16662049293518,north america,americas
bermuda,bmu,voice and accountability,2000-12-31,0.939376175403595,north america,americas
bermuda,bmu,voice and accountability,2002-12-31,1.12552392482758,north america,americas
bermuda,bmu,voice and accountability,2003-12-31,1.20039057731628,north america,americas
bermuda,bmu,voice and accountability,2004-12-31,1.13497161865234,north america,americas
bermuda,bmu,voice and accountability,2005-12-31,1.15323007106781,north america,americas
bermuda,bmu,voice and accountability,2006-12-31,1.01727342605591,north america,americas
bermuda,bmu,voice and accountability,2007-12-31,0.972128868103027,north america,americas
bermuda,bmu,voice and accountability,2008-12-31,0.967198193073273,north america,americas
bermuda,bmu,voice and accountability,2009-12-31,0.963811635971069,north america,americas
bermuda,bmu,voice and accountability,2010-12-31,0.988284409046173,north america,americas
bermuda,bmu,voice and accountability,2011-12-31,1.00905168056488,north america,americas
bermuda,bmu,voice and accountability,2012-12-31,1.02567172050476,north america,americas
bermuda,bmu,voice and accountability,2013-12-31,1.00476729869843,north america,americas
bermuda,bmu,voice and accountability,2014-12-31,NA,north america,americas
bermuda,bmu,voice and accountability,2015-12-31,NA,north america,americas
bermuda,bmu,voice and accountability,2016-12-31,NA,north america,americas
bermuda,bmu,voice and accountability,2017-12-31,NA,north america,americas
bermuda,bmu,voice and accountability,2018-12-31,NA,north america,americas
bermuda,bmu,voice and accountability,2019-12-31,NA,north america,americas
bermuda,bmu,voice and accountability,2020-12-31,NA,north america,americas
bermuda,bmu,voice and accountability,2021-12-31,NA,north america,americas
bhutan,btn,control of corruption,1996-12-31,0.942838490009308,south asia,asia
bhutan,btn,control of corruption,1998-12-31,0.883640766143799,south asia,asia
bhutan,btn,control of corruption,2000-12-31,0.574339628219604,south asia,asia
bhutan,btn,control of corruption,2002-12-31,0.449922442436218,south asia,asia
bhutan,btn,control of corruption,2003-12-31,1.08701109886169,south asia,asia
bhutan,btn,control of corruption,2004-12-31,0.893403232097626,south asia,asia
bhutan,btn,control of corruption,2005-12-31,0.871916949748993,south asia,asia
bhutan,btn,control of corruption,2006-12-31,0.854816734790802,south asia,asia
bhutan,btn,control of corruption,2007-12-31,0.928755760192871,south asia,asia
bhutan,btn,control of corruption,2008-12-31,0.912390053272247,south asia,asia
bhutan,btn,control of corruption,2009-12-31,0.937309503555298,south asia,asia
bhutan,btn,control of corruption,2010-12-31,0.938382148742676,south asia,asia
bhutan,btn,control of corruption,2011-12-31,0.854587376117706,south asia,asia
bhutan,btn,control of corruption,2012-12-31,0.953947246074677,south asia,asia
bhutan,btn,control of corruption,2013-12-31,0.912419855594635,south asia,asia
bhutan,btn,control of corruption,2014-12-31,1.30612897872925,south asia,asia
bhutan,btn,control of corruption,2015-12-31,1.02705121040344,south asia,asia
bhutan,btn,control of corruption,2016-12-31,1.14327704906464,south asia,asia
bhutan,btn,control of corruption,2017-12-31,1.57296466827393,south asia,asia
bhutan,btn,control of corruption,2018-12-31,1.63656723499298,south asia,asia
bhutan,btn,control of corruption,2019-12-31,1.61933422088623,south asia,asia
bhutan,btn,control of corruption,2020-12-31,1.66271042823792,south asia,asia
bhutan,btn,control of corruption,2021-12-31,1.55373525619507,south asia,asia
bhutan,btn,government effectiveness,1996-12-31,0.644922494888306,south asia,asia
bhutan,btn,government effectiveness,1998-12-31,0.65214592218399,south asia,asia
bhutan,btn,government effectiveness,2000-12-31,0.618822574615479,south asia,asia
bhutan,btn,government effectiveness,2002-12-31,0.568053841590881,south asia,asia
bhutan,btn,government effectiveness,2003-12-31,0.576517760753632,south asia,asia
bhutan,btn,government effectiveness,2004-12-31,0.124785840511322,south asia,asia
bhutan,btn,government effectiveness,2005-12-31,0.357050955295563,south asia,asia
bhutan,btn,government effectiveness,2006-12-31,0.271551549434662,south asia,asia
bhutan,btn,government effectiveness,2007-12-31,0.347575217485428,south asia,asia
bhutan,btn,government effectiveness,2008-12-31,0.318026304244995,south asia,asia
bhutan,btn,government effectiveness,2009-12-31,0.515526950359344,south asia,asia
bhutan,btn,government effectiveness,2010-12-31,0.596895039081573,south asia,asia
bhutan,btn,government effectiveness,2011-12-31,0.679861605167389,south asia,asia
bhutan,btn,government effectiveness,2012-12-31,0.553633213043213,south asia,asia
bhutan,btn,government effectiveness,2013-12-31,0.428137600421906,south asia,asia
bhutan,btn,government effectiveness,2014-12-31,0.295157015323639,south asia,asia
bhutan,btn,government effectiveness,2015-12-31,0.45215305685997,south asia,asia
bhutan,btn,government effectiveness,2016-12-31,0.555250704288483,south asia,asia
bhutan,btn,government effectiveness,2017-12-31,0.619420409202576,south asia,asia
bhutan,btn,government effectiveness,2018-12-31,0.395572245121002,south asia,asia
bhutan,btn,government effectiveness,2019-12-31,0.351603776216507,south asia,asia
bhutan,btn,government effectiveness,2020-12-31,0.445312023162842,south asia,asia
bhutan,btn,government effectiveness,2021-12-31,0.796326637268066,south asia,asia
bhutan,btn,political stability and absence of violence/terrorism,1996-12-31,0.724004507064819,south asia,asia
bhutan,btn,political stability and absence of violence/terrorism,1998-12-31,0.539632081985474,south asia,asia
bhutan,btn,political stability and absence of violence/terrorism,2000-12-31,0.491936683654785,south asia,asia
bhutan,btn,political stability and absence of violence/terrorism,2002-12-31,0.693675577640533,south asia,asia
bhutan,btn,political stability and absence of violence/terrorism,2003-12-31,0.918948590755463,south asia,asia
bhutan,btn,political stability and absence of violence/terrorism,2004-12-31,1.17205035686493,south asia,asia
bhutan,btn,political stability and absence of violence/terrorism,2005-12-31,1.28448736667633,south asia,asia
bhutan,btn,political stability and absence of violence/terrorism,2006-12-31,1.26451897621155,south asia,asia
bhutan,btn,political stability and absence of violence/terrorism,2007-12-31,0.56852650642395,south asia,asia
bhutan,btn,political stability and absence of violence/terrorism,2008-12-31,0.720669388771057,south asia,asia
bhutan,btn,political stability and absence of violence/terrorism,2009-12-31,0.803496658802032,south asia,asia
bhutan,btn,political stability and absence of violence/terrorism,2010-12-31,0.742221653461456,south asia,asia
bhutan,btn,political stability and absence of violence/terrorism,2011-12-31,0.826495349407196,south asia,asia
bhutan,btn,political stability and absence of violence/terrorism,2012-12-31,0.776309490203857,south asia,asia
bhutan,btn,political stability and absence of violence/terrorism,2013-12-31,0.784624874591827,south asia,asia
bhutan,btn,political stability and absence of violence/terrorism,2014-12-31,1.06803858280182,south asia,asia
bhutan,btn,political stability and absence of violence/terrorism,2015-12-31,0.974714994430542,south asia,asia
bhutan,btn,political stability and absence of violence/terrorism,2016-12-31,1.1232967376709,south asia,asia
